username, created_at, lng, lat, text
Mrs_SimmonsEDU, Wed Apr 22 14:37:40 +0000 2020, -84.515786, 33.846765, As numbers continue to increase...I have SEVERAL family members who are battling this virus in NYC. My grandmother… https://t.co/smcjPRzUUy 
MarahEdits, Wed Apr 22 14:37:40 +0000 2020, -121.405451, 38.489742, @CashApp @spotifyartists @SKid916 @usvsuofficial  @itsTy2x 
steaksdad, Wed Apr 22 14:37:40 +0000 2020, -77.096210, 38.768705, @BritishDino That's what mine typically is! 
gldchainlou, Wed Apr 22 14:37:40 +0000 2020, -83.173867, 32.678207, French right tho 
pizzarollpapi, Wed Apr 22 14:37:40 +0000 2020, -84.917307, 32.482304, @Atk_Yoshi https://t.co/l4fDPjWVzM 
Dah_taco, Wed Apr 22 14:37:40 +0000 2020, -86.793917, 33.542237, @_legendary it has a charcoal side too 
TrillAzzTrappa, Wed Apr 22 14:37:40 +0000 2020, -81.705467, 41.495940, Fr lmaoo 
selenamrtnz, Wed Apr 22 14:37:40 +0000 2020, -122.430221, 37.807540, @arixali @ryandewerff No YOU the white people brought us something similar to our shores of the Americas, but we su… https://t.co/Oxtrz9jgHg 
MichaelChase97, Wed Apr 22 14:37:40 +0000 2020, -76.508862, 42.449489, This tournament is amazing. I’m so pumped to see more 
nicolegoldin, Wed Apr 22 14:37:40 +0000 2020, -77.014398, 38.898603, Hey all you cool cats and kittens in #WestEndDC #Foggybottom and beyond - celebrate EarthDay tonight with @ANC2A an… https://t.co/kmZpzz6ysC 
Ivan_LukeM, Wed Apr 22 14:37:41 +0000 2020, -106.026119, 34.166235, I love Lubbock❤️😂 
x_VintageBesos, Wed Apr 22 14:37:41 +0000 2020, -86.142922, 39.779562, And y’all still think shitpotle is better than q’doba 
BeckyJohnson222, Wed Apr 22 14:37:41 +0000 2020, -121.825060, 36.625806, @bruce_barrett @LaughlandMorgan @VeritasEver @DavidSamuelAuer @RebelKnight50 @JOHNSTE16060063 @MLAnder87321751… https://t.co/SEA0YfpuAX 
Q_TH3G0AT, Wed Apr 22 14:37:41 +0000 2020, -76.295896, 36.763216, @alexisschumaker @SonoviaXoxo Life is good 🥴🤧 https://t.co/l0ZtE8be9y 
chula_schuetzle, Wed Apr 22 14:37:41 +0000 2020, -95.117015, 29.707585, @Brennafullerr True that 
ZinhleManzini, Wed Apr 22 14:37:41 +0000 2020, -77.885827, 40.826774, @simamkeleD @EsihleL 😂😂bittersweet memories 💜 
onlyone_giovy, Wed Apr 22 14:37:41 +0000 2020, -75.770041, 42.746617, same with joy villa. 
MichaelTibollo, Wed Apr 22 14:37:41 +0000 2020, -79.599423, 43.783674, A reminder that if you or a loved one is experiencing a #MentalHealth or addiction challenge during these difficult… https://t.co/QvZfJzugpf 
Blue6316, Wed Apr 22 14:37:41 +0000 2020, -95.446486, 29.838495, I remember when i was younger, i got paid to beat up a crackhead cuz he owed the dealer lady money.  I found out… https://t.co/AkPATuXKE8 
145KarinaR, Wed Apr 22 14:37:41 +0000 2020, -80.528713, 35.652669, I love these videos! 
AnneLazarski1, Wed Apr 22 14:37:41 +0000 2020, -75.364509, 39.771987, @BillReeceDale 😢😢 
PatchOps, Wed Apr 22 14:37:41 +0000 2020, -82.669467, 40.365160, Not only do we cause them from time to time, but we are actually authorized dealers of Liberal Tears-   We have han… https://t.co/zsKYgIkJFs 
AllLockandKeyco, Wed Apr 22 14:37:41 +0000 2020, -90.247824, 38.653771, https://t.co/9qRti4eYIr 
Kaetcee, Wed Apr 22 14:37:42 +0000 2020, -79.272570, 43.629311, Lmao this is how I felt when you put me on 😂💛 
sundjon000, Wed Apr 22 14:37:42 +0000 2020, -93.462693, 44.989489, Working https://t.co/tCsdcBKyh2 
Mrs_Housman, Wed Apr 22 14:37:42 +0000 2020, -75.770041, 42.746617, Great recognition for our medical worker.  https://t.co/Yq2Hu9R3FC? 
NjTeamstersfc, Wed Apr 22 14:37:42 +0000 2020, -74.106366, 40.670783, As patron of @Instituto_EdF we’re always thinking abt education &amp; soccer training 4 the kids of the Favela Manguier… https://t.co/LKyoD0JKwu 
samawesome, Wed Apr 22 14:37:42 +0000 2020, -95.446486, 29.838495, Welp today’s daily cry came early when I completely forgot about my daughter’s class Zoom meeting this morning, the… https://t.co/bXQoSjEbqF 
guanyinmiao, Wed Apr 22 14:37:42 +0000 2020, -90.331882, 38.664710, America. 
ShytimberJ, Wed Apr 22 14:37:42 +0000 2020, -75.770041, 42.746617, I also couldn’t be with someone who doesn’t like oldmusic. First of alllll ima blow the dust off the oldies 😂 
tiny2001_1999, Wed Apr 22 14:37:42 +0000 2020, -105.609140, 36.358964, This is an interesting take on the pandemic. All I know is that my time last year in Norway those Scandinavian coun… https://t.co/EbE1RsgMFs 
aquajuice_, Wed Apr 22 14:37:42 +0000 2020, -112.124676, 33.552863, @DoddyGatz I got you 
ggmattb, Wed Apr 22 14:37:42 +0000 2020, -118.411907, 34.020789, Hey, miss y'all.How have you been? 
JamesSuave_, Wed Apr 22 14:37:42 +0000 2020, -85.253692, 34.015725, #FreeKodak 
BigSisTracey, Wed Apr 22 14:37:42 +0000 2020, -122.228685, 37.791994, @ravikikan @pettet50 @baski_LA @sarbjeetjohal @Dahl_Consult @alvinfoo @antgrasso @KirkDBorne @MarshaCollier… https://t.co/zSBxriQtJl 
ahoedak, Wed Apr 22 14:37:42 +0000 2020, -75.151046, 39.951870, where this flower blooms https://t.co/AFDCDrfeZq 
SiobhanForCymru, Wed Apr 22 14:37:42 +0000 2020, -122.935530, 45.530779, @susanpountney Warrick 
SusanSu66042294, Wed Apr 22 14:37:42 +0000 2020, -85.768241, 37.822244, @TomPhilipson45 @WhiteHouse @realDonaldTrump Hospitals built that we wont even need wasted money by Dr.fauci and De… https://t.co/5cF0gsrgyV 
Rocko_Supreme, Wed Apr 22 14:37:42 +0000 2020, -73.948775, 40.655138, @itsTimHell First of all dawgpound had theeee finest niggas 
cvarley1734, Wed Apr 22 14:37:43 +0000 2020, -73.872949, 40.990215, @pulte @GuyAdami Harvard said they are not paying it back 🤷‍♂️ 
Livf_Erikson, Wed Apr 22 14:37:43 +0000 2020, -77.604684, 41.117936, me yesterday when I made over 2 mill bells in the stalk market 
iAmByron_Back, Wed Apr 22 14:37:43 +0000 2020, -86.791549, 36.200008, @PacoHatesYou Wow ... and you’ve been holding out 
rdsathene, Wed Apr 22 14:37:43 +0000 2020, -118.411907, 34.020789, @realexpatjourno I'll likely catch the block because of the QT. 
YoBetBet, Wed Apr 22 14:37:43 +0000 2020, -74.441104, 40.488195, I'm going to miss my grandfather's viewing since we can't have a real service 😔 
Kam20013, Wed Apr 22 14:37:43 +0000 2020, -86.241895, 43.232967, @BigDez__ And you not 💅 
beautiifuldecay, Wed Apr 22 14:37:43 +0000 2020, -118.308566, 33.891035, @_Glintofsilver Yup. 
Og__Regg, Wed Apr 22 14:37:43 +0000 2020, -93.165335, 35.222445, Rick Ross - Gold Roses 
jessssventuraa, Wed Apr 22 14:37:43 +0000 2020, -115.223125, 36.232915, My breakfasts are supreme 
MachoManiaco, Wed Apr 22 14:37:43 +0000 2020, -98.540651, 29.417501, @djhwood100 @glennkirschner2 Vote for Creepy Joe Biden! 
bsmash24, Wed Apr 22 14:37:43 +0000 2020, -97.754724, 30.323346, You really buggin ahThinking I can be without you https://t.co/nwI7L0MIz2 
atnip_norma, Wed Apr 22 14:37:43 +0000 2020, -96.761753, 32.819858, Who would believe corrupt WHO. 
kontessamcc_, Wed Apr 22 14:37:43 +0000 2020, -90.158017, 32.230987, Headed To Your Online Class? 📚 What’s A Better Way To Fulfill Your Taste Buds?😋 This Morning, Ignite Your Taste Bud… https://t.co/unD7mHD4Vd 
AndruVolinsky, Wed Apr 22 14:37:44 +0000 2020, -71.542562, 43.227570, Thank you @SierraClub for the endorsement! I look forward to working to make New Hampshire a champion for clean ene… https://t.co/6Hiu8IocO1 
EmbraceMeHere, Wed Apr 22 14:37:44 +0000 2020, -84.433106, 33.767195, @gerellalan @XXL French just talkin because his name not out rn. He needs attention lol 
GarBercury, Wed Apr 22 14:37:44 +0000 2020, -77.604684, 41.117936, The past four years one thing has haunted me-the notion that a nation would knowingly elect a dangerously moronic g… https://t.co/M1YdW8xgRU 
5158Poundin, Wed Apr 22 14:37:44 +0000 2020, -80.083717, 36.112810, @95KeepPounding @Iam_VanWild3r Yep the sucktitude is gonna suck for us fans.  We’re gonna feel pretty low and have… https://t.co/HIqgexuKNc 
CapronSpencer, Wed Apr 22 14:37:44 +0000 2020, -71.683502, 42.036939, As a sbo I am looking at what my first employee will make vs me and it's a stark contrast. He'd made nearly 4x more 
Jayd2255, Wed Apr 22 14:37:44 +0000 2020, -75.770041, 42.746617, @onlytruthhere @Nvr4Get91101 @realDonaldTrump @POTUS https://t.co/zAcrIif7ju 
hecallsmePP, Wed Apr 22 14:37:44 +0000 2020, -76.620482, 39.284713, Would you like to hear me ge triggered? Then please take a listen 😂😂 
JudiTho55784305, Wed Apr 22 14:37:44 +0000 2020, -96.621634, 32.907642, 🤔🤔...and I thought God was in control...🤔 
mickirose05, Wed Apr 22 14:37:44 +0000 2020, -88.008198, 44.523173, Me to Jacob, every time he looks at my phone or computer: 
_mgp___, Wed Apr 22 14:37:44 +0000 2020, -85.242564, 35.091954, @KiaaArmani Happy Birthday pretty girl 🥳🎈💕 
CarloCiezaC, Wed Apr 22 14:37:44 +0000 2020, -81.104559, 35.369522, 🔥🔥🔥🔥 
dawgsandelfs, Wed Apr 22 14:37:45 +0000 2020, -82.563903, 41.393510, @CoryFromPreble On the plus side of that the ravens would have to give up the rest of their draft and most of next yrs lol 
Ambitshun, Wed Apr 22 14:37:45 +0000 2020, -84.532133, 33.948124, Yeah ight.. I’m off this app for the day 
justinbbradford, Wed Apr 22 14:37:45 +0000 2020, -86.791549, 36.200008, @3DLink And Wanda only $2...COME ON. 
941TheWolf, Wed Apr 22 14:37:45 +0000 2020, -89.692676, 35.058521, https://t.co/NebDNicMIp 
eldaamolina, Wed Apr 22 14:37:45 +0000 2020, -111.498181, 28.969863, No ya.. ya.. por fa ya.. 
TheChangoBango, Wed Apr 22 14:37:45 +0000 2020, -91.090800, 30.459100, Doing this will be the reason I won’t get married.  Cause women always be playing with dudes emotions 😐✌🏾 
HoeItsRoCuervo, Wed Apr 22 14:37:45 +0000 2020, -79.420865, 38.003376, @rubidubidue Touché &amp; bless up 
MacGirlie, Wed Apr 22 14:37:45 +0000 2020, -79.980689, 40.431389, @AuthorKimberley More time for home life: cooking, hanging out with my husband, being home. 
groffdogg, Wed Apr 22 14:37:45 +0000 2020, -97.134208, 32.844933, @youngguidance morning bruh 💪🏾 
NWDuval904, Wed Apr 22 14:37:45 +0000 2020, -89.069133, 30.426027, @hilkiksass This looks familiar 🥴 
djmakaveliatl, Wed Apr 22 14:37:45 +0000 2020, -84.532133, 33.948124, @Dt_tre 🤣🤣🤣 was dawg im saying lmao 
tmj_mia_it, Wed Apr 22 14:37:45 +0000 2020, -80.191790, 25.761680, See our latest #Miami, FL job and click to apply: Enterprise Integration Architect - https://t.co/9Oc6dAA118 #IT 
oggbrev, Wed Apr 22 14:37:45 +0000 2020, -81.182118, 35.239512, Can i be the God Father? 
MsChoco65112740, Wed Apr 22 14:37:46 +0000 2020, -90.011008, 29.982601, @MrDrewScott @LindaLand That’s so sweet 
ADayIn1T, Wed Apr 22 14:37:46 +0000 2020, -71.526844, 42.154180, @emilygrant58 Awesome work L! It looks awesome. 
Deboraaah96, Wed Apr 22 14:37:46 +0000 2020, -97.285913, 32.779967, @Alexmoreno07J @Pabbs817 Happy birthday Pablo!!! 🎉🍻 
MelisaDaDon, Wed Apr 22 14:37:46 +0000 2020, -77.604684, 41.117936, The first picture is crazy 😭 
jvelNOLA, Wed Apr 22 14:37:46 +0000 2020, -90.011008, 29.982601, @byrnedout42 Let’s chat soon about updating the summer reading choices! 
reilly_zoda, Wed Apr 22 14:37:46 +0000 2020, -110.915573, 32.189391, @JYSexton The fact is that the people who will die are the people without critical thinking skills. They allow them… https://t.co/tpUVKe1oyN 
maryaligoz, Wed Apr 22 14:37:46 +0000 2020, -95.446486, 29.838495, President Trump is stoping #immigration with in the United States and the process of green cards for 60 days. This… https://t.co/xbRk06PC4l 
CarolynHut1, Wed Apr 22 14:37:46 +0000 2020, -122.228685, 37.791994, @AuthorsAnswer @MeredithMaySF One of my favorite memoirs ever. So great she participated!! 🍯🚌🐝❤️📚 
TheSilentG43, Wed Apr 22 14:37:46 +0000 2020, -87.729015, 42.079288, My Narcos audition went terribly but at least I’ll always have this headshot https://t.co/R9Sq10xFlE 
tmj_mob_health, Wed Apr 22 14:37:46 +0000 2020, -88.899520, 30.455776, This job is now open at CVS Health in #DIberville, MS. Follow us and turn on mobile alerts to hear about jobs like… https://t.co/amdzGuYJKs 
BlueCulley, Wed Apr 22 14:37:46 +0000 2020, -98.540651, 29.417501, Bottom easy 
TheyyCallMeKev, Wed Apr 22 14:37:46 +0000 2020, -82.985772, 39.994684, https://t.co/fTnpXwFzao 
bietz, Wed Apr 22 14:37:46 +0000 2020, -118.411907, 34.020789, @JoshF618 it seemed stronger than it was measured, but it was the least shook i've ever been during an earthquake. sign of the times. 
tmj_mi_nursing, Wed Apr 22 14:37:46 +0000 2020, -83.952741, 43.430160, This job is now open at Covenant HealthCare in Saginaw, MI. Follow us and turn on mobile alerts to hear about jobs… https://t.co/QVA3ZUq21L 
heyfeifer, Wed Apr 22 14:37:46 +0000 2020, -105.242687, 40.023982, @taffyakner Just put yourself on mute and then act like you can’t figure out how to unmute yourself. This is how ha… https://t.co/yVtArqc8ie 
katatwell, Wed Apr 22 14:37:47 +0000 2020, -105.068348, 39.899287, @amysgotjokes @CarlosLozadaWP Viscount here. 
kaiposted, Wed Apr 22 14:37:47 +0000 2020, -98.520057, 33.926420, i’m in my “you gotta prove everything you say to me” phase of my life 
ron_tierney, Wed Apr 22 14:37:47 +0000 2020, -81.552273, 41.317588, @GovMikeDeWine  can we atleast let campgrounds to be open in phase one.   If the campgrounds maintain the rules for… https://t.co/n9h6fC4KAk 
riggshotel, Wed Apr 22 14:37:47 +0000 2020, -77.014398, 38.898603, “The Earth is a fine place and worth fighting for.” – Ernest Hemingway https://t.co/dASfEus2Xw 
CarloGon, Wed Apr 22 14:37:47 +0000 2020, -79.495430, 43.834970, #earthday #earthday2020 #EarthDay50 Celebrating 50 years, every day should be Earth Day.  Take a walk, fill up a ba… https://t.co/wbODcMiPmi 
heyyitsaris, Wed Apr 22 14:37:47 +0000 2020, -74.030317, 40.766620, Cero coro con gente que coma dique mondongo 🤮 
singleton_shaun, Wed Apr 22 14:37:47 +0000 2020, -115.149000, 36.167500, Just posted a photo @ Las Vegas, Nevada https://t.co/vjhr5t5a4w 
ThisIsAstartes, Wed Apr 22 14:37:47 +0000 2020, -91.509719, 44.819522, https://t.co/Q4l3atX6Xu 
harder14u2folow, Wed Apr 22 14:37:47 +0000 2020, -73.948775, 40.655138, @LouCypher83 😂😂😂😂😂 she stepped into the wrong lane 
Distineee_, Wed Apr 22 14:37:47 +0000 2020, -90.011008, 29.982601, holding on to something that may never change. 
Meridian_Direct, Wed Apr 22 14:37:47 +0000 2020, -89.017567, 42.257146, It’s #EarthWeek here at Meridian and today is #WaterBottleWednesday! Treat the #Earth with some #love with this tre… https://t.co/R1QkHslolM 
BurnTheBoatsXRP, Wed Apr 22 14:37:47 +0000 2020, -112.124676, 33.552863, 'Nobody told us about the coronavirus pandemic' https://t.co/fs6EkhMGcG 
p0rnstar_tellem, Wed Apr 22 14:37:47 +0000 2020, -73.849441, 40.850347, @_Sasha_Marie Thanks for showing   short guys love 
catchmekarmaa, Wed Apr 22 14:37:47 +0000 2020, -97.130289, 33.634366, 👏👏👏 
claydeezy, Wed Apr 22 14:37:47 +0000 2020, -96.291649, 30.585471, @jeffreykeese @blake2003ag Shooketh 
sogand_dc, Wed Apr 22 14:37:47 +0000 2020, -77.014398, 38.898603, @AydaPour به به چه عکسی ♥️😘😫😭 
JoshMurdaman86, Wed Apr 22 14:37:47 +0000 2020, -78.895441, 35.990983, @dijoni Fuck China! 
BigGeorgeSATX, Wed Apr 22 14:37:48 +0000 2020, -98.486394, 29.689818, @BetoORourke You are racist.   Just be quiet 
TriaRyder, Wed Apr 22 14:37:48 +0000 2020, -108.574616, 39.091751, @GraceSm16250397 @oldman_artist @sgcarr @Saad_163_ @bojakversion Do they really have one? 🤔 
rexwaev, Wed Apr 22 14:37:48 +0000 2020, -79.759591, 43.724971, so much pain 
aspenedge10, Wed Apr 22 14:37:48 +0000 2020, -119.742563, 39.150823, @ketiabruh YEEEEESSSS MA 
jeffreyb917, Wed Apr 22 14:37:48 +0000 2020, -83.399779, 33.956384, @TheKanehB . wow. 
emilyygraciela, Wed Apr 22 14:37:48 +0000 2020, -79.861034, 35.170499, @livbethluviano Fr, bitches mad weird 
2LOUDMag, Wed Apr 22 14:37:48 +0000 2020, -95.369400, 29.760200, This Friday we’re digging deep with musical artist @Graymattermgmt about her  frustrations, vulnerabilities and the… https://t.co/nqSiGYSF60 
bobconnors7, Wed Apr 22 14:37:48 +0000 2020, -80.732427, 40.119973, @benshapiro Beautiful Ben. 
blackrob1971, Wed Apr 22 14:37:48 +0000 2020, -77.727537, 39.789912, WAKE AND BAKE https://t.co/JgpIRyqOgS 
PvBoiZeroni, Wed Apr 22 14:37:48 +0000 2020, -112.124676, 33.552863, Let’s get this bread 
LisaMovesYou, Wed Apr 22 14:37:48 +0000 2020, -79.616073, 43.555244, Happy Earth Day 2020! Here's everything you need to know https://t.co/609YqJHqwR 
TheEdge202, Wed Apr 22 14:37:48 +0000 2020, -123.307027, 48.429480, @CarloColaiacovo @odognine2 https://t.co/iyRENhtZa0 
tmj_NY_psych, Wed Apr 22 14:37:48 +0000 2020, -73.417067, 40.678989, Nervous to apply for a job like "Inpatient Unit Psychiatry Chief" at Northwell Health Physician Partners? Apply eve… https://t.co/EVhx380dxf 
LindaOski, Wed Apr 22 14:37:48 +0000 2020, -72.102718, 41.549289, Now that we just ate the last of our frozen stash, maybe we can make our own. Going to be hard to replace the lingo… https://t.co/33Mi4ols5x 
DJ_THESTUDIO, Wed Apr 22 14:37:48 +0000 2020, -87.677930, 41.918760, Found some small abstracts on linen from 2017. This is one of them. .......https://t.co/5jltwwwn9Y.....… https://t.co/7aTXzZwpmR 
melzbossin, Wed Apr 22 14:37:48 +0000 2020, -115.234435, 36.018805, Such a good feeling to know my entire workday on Saturday will be double time! Not worth it but needed. 
mikeditommaso2, Wed Apr 22 14:37:49 +0000 2020, -71.436670, 41.698940, @NunziatoLindi Gorgeous I love you 
Casey0820, Wed Apr 22 14:37:49 +0000 2020, -95.446486, 29.838495, @Tired_Dad_of_2 Where do I send my direct deposit info? 
CCortave24, Wed Apr 22 14:37:49 +0000 2020, -118.076746, 33.907251, @FilmBuff96 I’d watch just to see how disturbing it is. And if you do, please watch at your own risk 
ariebarie20, Wed Apr 22 14:37:49 +0000 2020, -118.399639, 34.082497, To my dynamic son. Happy Birthday Daniel! Please take a shot and get buck but please don’t throw up through your fi… https://t.co/20K1i14v1h 
Shackelford1055, Wed Apr 22 14:37:49 +0000 2020, -80.087032, 42.110703, @charlescwcooke @Holden114 @JonahDispatch @guypbenson I've said multiple times I'd take a second term of Trump to g… https://t.co/liBTsJHBBm 
samanthaditzel, Wed Apr 22 14:37:49 +0000 2020, -75.388060, 39.918610, Just posted a photo @ Media, Pennsylvania https://t.co/vXJlKX3u0n 
cereal_killerx3, Wed Apr 22 14:37:49 +0000 2020, -72.801980, 41.537233, Don’t ever try to get with me tryna throw salt on a nigga I don’t even fukk with nomore !!! 
DrWrong68, Wed Apr 22 14:37:49 +0000 2020, -75.770041, 42.746617, @_dreabee Lol you can do it take a ride n just vibe 2 the music you like 
NaomiTukker, Wed Apr 22 14:37:49 +0000 2020, -76.814072, 39.094587, “Quite nice actually”This man will always remain in a league of his own. 
JASMAlNEY, Wed Apr 22 14:37:49 +0000 2020, -121.910345, 38.016752, got my $1200 bitch 
lee_horning, Wed Apr 22 14:37:49 +0000 2020, -82.669467, 40.365160, @JLRSports Wow!!! Thanks for the article and putting everything in perspective.  As i say its all about the kids an… https://t.co/ffw46ouv9B 
SandyFDelmonte, Wed Apr 22 14:37:49 +0000 2020, -73.948775, 40.655138, @LPGA @MichelleWieWest e https://t.co/MhKesLf2p6 
ChrisMMcIntosh, Wed Apr 22 14:37:49 +0000 2020, -74.230492, 41.253532, Mountain IcicleDoris Duke TrailTuxedo, NYI shouldn't be to surprised to find one as it's 36°F and incredibly w… https://t.co/A2BHtTOS8P 
bllyrush, Wed Apr 22 14:37:49 +0000 2020, -83.002085, 42.295065, @charlesadler No 
FunFriendsPod1, Wed Apr 22 14:37:49 +0000 2020, -79.861034, 35.170499, @CathryneAmbrose If you wanna tag along with a group of friends as they try new activities and attend fun events th… https://t.co/8UsUobcIBi 
StokersPoker, Wed Apr 22 14:37:49 +0000 2020, -117.410753, 47.788657, @RenoGrinder @MattGlantz @AriEngelPoker @nicholas_palma @lonmceachern Wretchy last year on a Nicky p destruction to… https://t.co/RKNZcGi87l 
esabelleeden, Wed Apr 22 14:37:49 +0000 2020, -80.149173, 26.150368, TEA 👄 
mhansliebert, Wed Apr 22 14:37:50 +0000 2020, -73.968542, 40.780709, @DerrickGordon09 @_ReaalAmerican_ @AOC Nancy Pelosinis not in charge of the CDC, FEMA, Or the national security age… https://t.co/irrVyTWd17 
SHRIVES93, Wed Apr 22 14:37:50 +0000 2020, -75.137862, 40.184348, @emlume08 Honestly....... That man can do anything. And who doesn't love a good ice cream sandwich? 
addicted2Patsx, Wed Apr 22 14:37:50 +0000 2020, -71.103722, 42.395403, feeling a weird sensation of missing Gronk &amp; Brady with my whole heart but also knowing the Patriots will figure it… https://t.co/QrvZftCdal 
pichetong, Wed Apr 22 14:37:50 +0000 2020, -77.036700, 38.895100, 2 of the most brilliant people in our world today - redhongyi &amp; @nguyen_amanda in an artistic expression of our soc… https://t.co/dK9baAI4rI 
justavargas, Wed Apr 22 14:37:50 +0000 2020, -94.559281, 39.100048, The Good The Bad and The Ugly, Hamburger Hill, True Grit, and The Dirty Dozen are all on @netflix! 
PodcastKevin, Wed Apr 22 14:37:50 +0000 2020, -74.091037, 40.821189, @auntmeme @prynne987 
AngelLopez7, Wed Apr 22 14:37:50 +0000 2020, -100.293591, 25.641718, Muy buenos y campeones días @Rayados 
O2Shea, Wed Apr 22 14:37:50 +0000 2020, -84.269078, 35.816269, Amazon Prime : Free Streaming Media Service To Encourage People To Stay Home During Quarantine - Sign the Petition!… https://t.co/W9jSALP1xF 
adidasoftball, Wed Apr 22 14:37:50 +0000 2020, -75.867661, 41.283095, Ah yes, social distancing 
Ari7Futbol, Wed Apr 22 14:37:50 +0000 2020, -80.181835, 38.920142, @FairmontStWSoc 🥺 
ParkinsonsPod, Wed Apr 22 14:37:50 +0000 2020, -123.123581, 49.257639, @KerrywaitforitA @CureParkinsonsT @MichaelJFoxOrg @ParkinsonsUK @ParkinsonCanada Yep. And that why frank conversati… https://t.co/kDWiyKHvOZ 
artgraham01, Wed Apr 22 14:37:50 +0000 2020, -80.883981, 35.410351, Absolutely! 
TallGlassManFTW, Wed Apr 22 14:37:50 +0000 2020, -83.574671, 41.656590, If you want asparagus, it should be dirt cheap. California wasn't able to ship to China 
snarbi, Wed Apr 22 14:37:50 +0000 2020, -73.655282, 40.605453, Let's do it... 
tj_morrison714, Wed Apr 22 14:37:50 +0000 2020, -111.866554, 40.407070, Ham Porter. @PatrickRenna https://t.co/2Ag8gzMKUw 
MrDeeFresh84, Wed Apr 22 14:37:51 +0000 2020, -100.076888, 31.168893, Great morning let’s bless the world with our inner son-light (Jesus within you) bless the life of someone you are a light to someone’s dark 
kevn54, Wed Apr 22 14:37:51 +0000 2020, -89.876449, 32.571032, Uhh thats how the Sopranos ended?! 😢😭😭😭😭 
__flimflam, Wed Apr 22 14:37:51 +0000 2020, -77.604684, 41.117936, @localtotoro DoFP was sick too even tho I HATE Katniss as Mystique 
ShaunBelbey, Wed Apr 22 14:37:51 +0000 2020, -74.093782, 40.024510, @Cuse Great idea! #NHsmsp 
LyleCampbell12, Wed Apr 22 14:37:51 +0000 2020, -80.768911, 40.777735, Very true 
ErMadWatts, Wed Apr 22 14:37:51 +0000 2020, -98.716992, 35.309047, @elorrainesmith Do you have Hulu? 
KristinSwanton, Wed Apr 22 14:37:51 +0000 2020, -79.420865, 38.003376, @AdjunctDespot Powerful picture 
KingDorian__, Wed Apr 22 14:37:51 +0000 2020, -84.433106, 33.767195, @ChiefJahoo French get some  real love from the black community 
matt717, Wed Apr 22 14:37:51 +0000 2020, -73.968542, 40.780709, @sunfight1 @SenatorLoeffler loeffler is the shame of the replublican party.  the shit stain on the american people 
__smokahontasss, Wed Apr 22 14:37:51 +0000 2020, -73.831187, 40.670879, @ChiChiGetDiYayo Seeee i neverrr been to DR , i needs to go tho lmao 
Aldier_, Wed Apr 22 14:37:51 +0000 2020, -86.791549, 36.200008, @EraiseC That’s love right there https://t.co/ysvDnJtaN4 
jgc_603, Wed Apr 22 14:37:51 +0000 2020, -71.444080, 42.971199, I think what probably surprises most people about me is that I love the outdoors, one of few things I can't be cyni… https://t.co/vJD3YbLgMZ 
margotdragon, Wed Apr 22 14:37:51 +0000 2020, -80.631132, 35.401981, @JohnOberg @agargmd Another load of bird flu to market....please wake up..... 
keideberry3, Wed Apr 22 14:37:51 +0000 2020, -78.613697, 35.690305, @ybasedg Exactly. Make it make sense 🤒 
__jeannette__, Wed Apr 22 14:37:51 +0000 2020, -87.732013, 41.833585, happy birthday to the real OG 🌎. she’s thriving right now and it shows. 
alleyesonvic, Wed Apr 22 14:37:52 +0000 2020, -80.846785, 35.209059, @DatDionDude And now social media had a video and regular call feature. Like really why do I pay for phone service? 
momofsss, Wed Apr 22 14:37:52 +0000 2020, -83.633752, 42.906423, Much deserved! 
Phantom_Ranger_, Wed Apr 22 14:37:52 +0000 2020, -121.641268, 36.689149, @ChloeDonald_ When you do get it, let me know! I’ll send you some goodies!! https://t.co/y5KbIHkWkv 
9999ET, Wed Apr 22 14:37:52 +0000 2020, -71.356086, 42.601805, @BillericaPD Missed the off ramp. https://t.co/yQIjRkM4xH 
Pillow_MF_Pet, Wed Apr 22 14:37:52 +0000 2020, -97.754724, 30.323346, @MsTrinidadMade Ewww 
DianaRadley17, Wed Apr 22 14:37:52 +0000 2020, -77.529830, 43.075575, @Chinchillin201 @Chief1RCSD @TDade @KishaMorgan100 @RCSD_DSE @DanFontanez Hi Kathleen.Definitely reach out to your… https://t.co/jke99P7xev 
ZachMcElroy24, Wed Apr 22 14:37:52 +0000 2020, -83.804475, 27.698682, 5+ weeks later and still over 96% of unemployed people can't get any money from the state. #floridaunemployment… https://t.co/eGotpkrzoP 
DreezyNapz, Wed Apr 22 14:37:52 +0000 2020, -75.770041, 42.746617, godfather of Harlem season2 just never gonna drop smh... i need it 
ThomasWIttig3, Wed Apr 22 14:37:52 +0000 2020, -116.888907, 33.747793, @dwthompson1945 @rayl1975 @Barbara67681880 @veritasrepublic @MyInfoIngridZ1 @EileenDiana @Paulie_Z_2130 @lizpeek… https://t.co/lYr6qVilhB 
RantyAmyCurtis, Wed Apr 22 14:37:52 +0000 2020, -87.967292, 43.056722, @_David_Edward It sounds like a goose in a blender. 
SFPhotoguy, Wed Apr 22 14:37:52 +0000 2020, -121.469664, 38.561722, Make my day. 
chazooothegreat, Wed Apr 22 14:37:52 +0000 2020, -95.446486, 29.838495, @44babyyyy bitches get tested more then niggas 😅 just cause you have a high body count don’t mean she dirty or a st… https://t.co/7oy9MlarTJ 
